lat,lon,m201108
.5958334,112.6436,1
.5875,112.6434,1
.5791667,112.6433,1
.5708333,112.6431,1
.5625,112.6429,1
.5541667,112.6428,1
.5458333,112.6426,1
.5375,112.6425,1
.5291666,112.6423,1
.3958333,112.6402,1
.3875,112.6401,1
.3791667,112.64,1
.3708333,112.6399,1
.3625,112.6398,1
.3541667,112.6396,1
.3458333,112.6395,1
.3375,112.6395,1
.3291667,112.6394,1
.3208333,112.6393,1
.3125,112.6392,1
.3041667,112.6391,1
.2958333,112.639,1
.2875,112.6389,1
.2791667,112.6388,1
.2708333,112.6388,1
.2625,112.6387,1
.2541667,112.6386,1
.2458333,112.6385,1
.2375,112.6385,1
.2291667,112.6384,1
.2208333,112.6383,1
.2125,112.6383,1
.2041667,112.6382,1
.1958333,112.6382,1
.1875,112.6381,1
.1791667,112.6381,1
.1708333,112.638,1
.1625,112.638,1
.1541667,112.6379,1
.1458333,112.6379,1
.1375,112.6378,1
.1291667,112.6378,1
.1208333,112.6377,1
.1125,112.6377,1
.1041667,112.6377,1
.0958333,112.6377,1
.0875,112.6376,1
.0791667,112.6376,1
.0708333,112.6376,1
.0625,112.6376,1
.0541667,112.6376,1
.0458333,112.6375,1
.0375,112.6375,1
.0291667,112.6375,1
.0208333,112.6375,1
.0125,112.6375,1
.0041667,112.6375,1
.9125,112.6601,1
.9041666,112.6599,1
.8958333,112.6596,1
.8875,112.6593,1
.8791667,112.6591,1
.8708333,112.6588,1
.8625,112.6586,1
.8458334,112.6581,1
.8375,112.6579,1
.8041667,112.6569,1
.7958333,112.6567,1
.7791666,112.6563,1
.7708333,112.656,1
.7625,112.6558,1
.7541667,112.6556,1
.7458333,112.6554,1
.7375,112.6552,1
.7291667,112.655,1
.7208334,112.6547,1
.7125,112.6545,1
.7041667,112.6543,1
.6958333,112.6541,1
.6875,112.6539,1
.6791667,112.6537,1
.6708333,112.6536,1
.6625,112.6534,1
.6541666,112.6532,1
.6458333,112.653,1
.6375,112.6528,1
.6291667,112.6526,1
.6208333,112.6524,1
.6125,112.6523,1
.6041667,112.6521,1
.5958334,112.6519,1
.5875,112.6518,1
.5791667,112.6516,1
.5708333,112.6514,1
.5625,112.6513,1
.5541667,112.6511,1
.5458333,112.6509,1
.5375,112.6508,1
.3958333,112.6485,1
.3875,112.6484,1
.3791667,112.6483,1
.3708333,112.6482,1
.3625,112.6481,1
.3541667,112.648,1
.3458333,112.6479,1
.3375,112.6478,1
.3291667,112.6477,1
.3208333,112.6476,1
.3125,112.6475,1
.3041667,112.6474,1
.2958333,112.6473,1
.2875,112.6473,1
.2791667,112.6472,1
.2708333,112.6471,1
.2625,112.647,1
.2541667,112.6469,1
.2458333,112.6469,1
.2375,112.6468,1
.2291667,112.6467,1
.2208333,112.6467,1
.2125,112.6466,1
.2041667,112.6465,1
.1958333,112.6465,1
.1875,112.6464,1
.1791667,112.6464,1
.1708333,112.6463,1
.1625,112.6463,1
.1541667,112.6462,1
.1458333,112.6462,1
.1375,112.6462,1
.1291667,112.6461,1
.1208333,112.6461,1
.1125,112.646,1
.1041667,112.646,1
.0958333,112.646,1
.0875,112.646,1
.0791667,112.6459,1
.0708333,112.6459,1
.0625,112.6459,1
.0541667,112.6459,1
.0458333,112.6459,1
.0375,112.6459,1
.0291667,112.6459,1
.0208333,112.6458,1
.0125,112.6458,1
.0041667,112.6458,1
.9125,112.6685,1
.9041666,112.6682,1
.8958333,112.6679,1
.8875,112.6677,1
.8791667,112.6674,1
.8708333,112.6672,1
.8625,112.6669,1
.8541667,112.6667,1
.8458334,112.6664,1
.8291667,112.666,1
.8125,112.6655,1
.8041667,112.6653,1
.7791666,112.6646,1
.7708333,112.6644,1
.7625,112.6641,1
.7541667,112.6639,1
.7458333,112.6637,1
.7375,112.6635,1
.7291667,112.6633,1
.7208334,112.6631,1
.7125,112.6629,1
.7041667,112.6627,1
.6958333,112.6625,1
.6875,112.6623,1
.6791667,112.6621,1
.6708333,112.6619,1
.6625,112.6617,1
.6541666,112.6615,1
.6375,112.6611,1
.6291667,112.661,1
.6208333,112.6608,1
.6125,112.6606,1
.6041667,112.6604,1
.5958334,112.6603,1
.5875,112.6601,1
.5791667,112.6599,1
.5708333,112.6598,1
.5625,112.6596,1
.5541667,112.6594,1
.5458333,112.6593,1
.3875,112.6567,1
.3791667,112.6566,1
.3708333,112.6565,1
.3625,112.6564,1
.3541667,112.6563,1
.3458333,112.6562,1
.3375,112.6561,1
.3291667,112.656,1
.3208333,112.6559,1
.3125,112.6558,1
.3041667,112.6558,1
.2958333,112.6557,1
.2875,112.6556,1
.2791667,112.6555,1
.2708333,112.6554,1
.2625,112.6553,1
.2541667,112.6553,1
.2458333,112.6552,1
.2375,112.6551,1
.2291667,112.6551,1
.2208333,112.655,1
.2125,112.6549,1
.2041667,112.6549,1
.1958333,112.6548,1
.1875,112.6548,1
.1791667,112.6547,1
.1708333,112.6547,1
.1625,112.6546,1
.1541667,112.6546,1
.1458333,112.6545,1
.1375,112.6545,1
.1291667,112.6544,1
.1208333,112.6544,1
.1125,112.6544,1
.1041667,112.6544,1
.0958333,112.6543,1
.0875,112.6543,1
.0791667,112.6543,1
.0708333,112.6543,1
.0625,112.6542,1
.0541667,112.6542,1
.0458333,112.6542,1
.0375,112.6542,1
.0291667,112.6542,1
.0208333,112.6542,1
.0125,112.6542,1
.0041667,112.6542,1
.9125,112.6768,1
.9041666,112.6765,1
.8958333,112.6763,1
.8875,112.676,1
.8791667,112.6758,1
.8708333,112.6755,1
.8625,112.6753,1
.8541667,112.675,1
.8458334,112.6748,1
.8375,112.6745,1
.8291667,112.6743,1
.8208333,112.6741,1
.8125,112.6738,1
.8041667,112.6736,1
.7791666,112.6729,1
.7708333,112.6727,1
.7625,112.6725,1
.7541667,112.6723,1
.7458333,112.672,1
.7375,112.6718,1
.7291667,112.6716,1
.7208334,112.6714,1
.7125,112.6712,1
.7041667,112.671,1
.6958333,112.6708,1
.6875,112.6706,1
.6791667,112.6704,1
.6708333,112.6702,1
.6625,112.67,1
.6541666,112.6698,1
.6458333,112.6697,1
.6375,112.6695,1
.6291667,112.6693,1
.6208333,112.6691,1
.6125,112.6689,1
.6041667,112.6688,1
.5958334,112.6686,1
.5875,112.6684,1
.5791667,112.6683,1
.5708333,112.6681,1
.5625,112.6679,1
.4375,112.6658,1
.4291667,112.6657,1
.3875,112.6651,1
.3791667,112.665,1
.3708333,112.6649,1
.3625,112.6648,1
.3541667,112.6646,1
.3458333,112.6646,1
.3375,112.6645,1
.3291667,112.6644,1
.3208333,112.6643,1
.3125,112.6642,1
.3041667,112.6641,1
.2958333,112.664,1
.2875,112.6639,1
.2791667,112.6638,1
.2708333,112.6638,1
.2625,112.6637,1
.2541667,112.6636,1
.2458333,112.6635,1
.2375,112.6635,1
.2291667,112.6634,1
.2041667,112.6632,1
.1958333,112.6632,1
.1875,112.6631,1
.1791667,112.663,1
.1708333,112.663,1
.1625,112.663,1
.1541667,112.6629,1
.1458333,112.6629,1
.1375,112.6628,1
.1291667,112.6628,1
.1208333,112.6628,1
.1125,112.6627,1
.1041667,112.6627,1
.0958333,112.6627,1
.0875,112.6626,1
.0791667,112.6626,1
.0708333,112.6626,1
.0625,112.6626,1
.0541667,112.6626,1
.0458333,112.6625,1
.0375,112.6625,1
.0208333,112.6625,1
.0125,112.6625,1
.0041667,112.6625,1
.9125,112.6851,1
.9041666,112.6849,1
.8958333,112.6846,1
.8875,112.6843,1
.8791667,112.6841,1
.8708333,112.6838,1
.8625,112.6836,1
.8541667,112.6834,1
.8375,112.6829,1
.8291667,112.6826,1
.8208333,112.6824,1
.8125,112.6822,1
.8041667,112.6819,1
.7791666,112.6813,1
.7708333,112.681,1
.7625,112.6808,1
.7541667,112.6806,1
.7458333,112.6804,1
.7375,112.6802,1
.7291667,112.68,1
.7208334,112.6797,1
.7125,112.6795,1
.7041667,112.6793,1
.6958333,112.6791,1
.6875,112.6789,1
.6791667,112.6787,1
.6708333,112.6786,1
.6625,112.6784,1
.6541666,112.6782,1
.6458333,112.678,1
.6375,112.6778,1
.6291667,112.6776,1
.6208333,112.6774,1
.6125,112.6773,1
.6041667,112.6771,1
.5958334,112.6769,1
.5875,112.6768,1
.5791667,112.6766,1
.5708333,112.6764,1
.5625,112.6763,1
.5541667,112.6761,1
.5458333,112.6759,1
.4375,112.6741,1
.3958333,112.6735,1
.3875,112.6734,1
.3791667,112.6733,1
.3708333,112.6732,1
.3625,112.6731,1
.3541667,112.673,1
.3458333,112.6729,1
.3375,112.6728,1
.3291667,112.6727,1
.3208333,112.6726,1
.3125,112.6725,1
.3041667,112.6724,1
.2958333,112.6723,1
.2875,112.6722,1
.2791667,112.6722,1
.2708333,112.6721,1
.2625,112.672,1
.2541667,112.6719,1
.2458333,112.6719,1
.2375,112.6718,1
.2291667,112.6717,1
.2208333,112.6717,1
.2125,112.6716,1
.2041667,112.6715,1
.1958333,112.6715,1
.1875,112.6714,1
.1791667,112.6714,1
.1708333,112.6713,1
.1625,112.6713,1
.1458333,112.6712,1
.1375,112.6712,1
.1291667,112.6711,1
.1208333,112.6711,1
.1125,112.6711,1
.1041667,112.671,1
.0958333,112.671,1
.0875,112.671,1
.0791667,112.6709,1
.0708333,112.6709,1
.0625,112.6709,1
.0541667,112.6709,1
.0458333,112.6709,1
.0375,112.6709,1
.0291667,112.6708,1
.0208333,112.6708,1
.0125,112.6708,1
.0041667,112.6708,1
.9125,112.6935,1
.9041666,112.6932,1
.8958333,112.6929,1
.8875,112.6927,1
.8791667,112.6924,1
.8708333,112.6922,1
.8625,112.6919,1
.8541667,112.6917,1
.8458334,112.6914,1
.8375,112.6912,1
.8291667,112.691,1
.8208333,112.6907,1
.8125,112.6905,1
.8041667,112.6903,1
.7958333,112.69,1
.7791666,112.6896,1
.7708333,112.6894,1
.7625,112.6891,1
.7541667,112.6889,1
.7458333,112.6887,1
.7375,112.6885,1
.7291667,112.6883,1
.7208334,112.6881,1
.7125,112.6879,1
.7041667,112.6877,1
.6958333,112.6875,1
.6875,112.6873,1
.6791667,112.6871,1
.6708333,112.6869,1
.6625,112.6867,1
.6541666,112.6865,1
.6458333,112.6863,1
.6375,112.6861,1
.6291667,112.686,1
.6208333,112.6858,1
.6125,112.6856,1
.6041667,112.6854,1
.5958334,112.6853,1
.5875,112.6851,1
.5791667,112.6849,1
.5708333,112.6848,1
.5625,112.6846,1
.3875,112.6817,1
.3791667,112.6816,1
.3708333,112.6815,1
.3625,112.6814,1
.3541667,112.6813,1
.3458333,112.6812,1
.3375,112.6811,1
.3291667,112.681,1
.3208333,112.6809,1
.3125,112.6808,1
.3041667,112.6808,1
.2958333,112.6807,1
.2875,112.6806,1
.2791667,112.6805,1
.2708333,112.6804,1
.2625,112.6804,1
.2541667,112.6803,1
.2458333,112.6802,1
.2375,112.6801,1
.2291667,112.6801,1
.2208333,112.68,1
.2125,112.6799,1
.2041667,112.6799,1
.1958333,112.6798,1
.1875,112.6798,1
.1791667,112.6797,1
.1708333,112.6797,1
.1625,112.6796,1
.1541667,112.6796,1
.1458333,112.6795,1
.1375,112.6795,1
.1291667,112.6795,1
.1208333,112.6794,1
.1125,112.6794,1
.1041667,112.6794,1
.0958333,112.6793,1
.0875,112.6793,1
.0791667,112.6793,1
.0708333,112.6793,1
.0625,112.6792,1
.0541667,112.6792,1
.0458333,112.6792,1
.0375,112.6792,1
.0291667,112.6792,1
.0208333,112.6792,1
.0125,112.6792,1
.0041667,112.6792,1
.9125,112.7018,1
.9041666,112.7015,1
.8958333,112.7013,1
.8875,112.701,1
.8791667,112.7008,1
.8708333,112.7005,1
.8625,112.7003,1
.8541667,112.7,1
.8458334,112.6998,1
.8375,112.6995,1
.8291667,112.6993,1
.8208333,112.6991,1
.8125,112.6988,1
.8041667,112.6986,1
.7958333,112.6984,1
.7791666,112.6979,1
.7708333,112.6977,1
.7625,112.6975,1
.7541667,112.6973,1
.7458333,112.697,1
.7375,112.6968,1
.7291667,112.6966,1
.7208334,112.6964,1
.7125,112.6962,1
.7041667,112.696,1
.6958333,112.6958,1
.6875,112.6956,1
.6791667,112.6954,1
.6708333,112.6952,1
.6625,112.695,1
.6541666,112.6948,1
.6458333,112.6947,1
.6375,112.6945,1
.6291667,112.6943,1
.6208333,112.6941,1
.6125,112.6939,1
.6041667,112.6938,1
.5958334,112.6936,1
.5875,112.6934,1
.5791667,112.6933,1
.5708333,112.6931,1
.5625,112.6929,1
.5541667,112.6928,1
.5458333,112.6926,1
.3875,112.6901,1
.3791667,112.69,1
.3708333,112.6899,1
.3625,112.6898,1
.3541667,112.6897,1
.3458333,112.6896,1
.3375,112.6895,1
.3291667,112.6894,1
.3208333,112.6893,1
.3125,112.6892,1
.3041667,112.6891,1
.2958333,112.689,1
.2875,112.6889,1
.2791667,112.6888,1
.2708333,112.6888,1
.2625,112.6887,1
.2541667,112.6886,1
.2458333,112.6885,1
.2375,112.6885,1
.2208333,112.6883,1
.2125,112.6883,1
.2041667,112.6882,1
.1958333,112.6882,1
.1875,112.6881,1
.1791667,112.688,1
.1708333,112.688,1
.1625,112.688,1
.1458333,112.6879,1
.1375,112.6878,1
.1291667,112.6878,1
.1208333,112.6878,1
.1125,112.6877,1
.1041667,112.6877,1
.0958333,112.6877,1
.0875,112.6876,1
.0791667,112.6876,1
.0708333,112.6876,1
.0625,112.6876,1
.0541667,112.6876,1
.0458333,112.6875,1
.0375,112.6875,1
.0291667,112.6875,1
.0208333,112.6875,1
.0125,112.6875,1
.0041667,112.6875,1
.9125,112.7101,1
.9041666,112.7099,1
.8958333,112.7096,1
.8875,112.7094,1
.8791667,112.7091,1
.8708333,112.7089,1
.8625,112.7086,1
.8458334,112.7081,1
.8375,112.7079,1
.8291667,112.7076,1
.8208333,112.7074,1
.8125,112.7072,1
.8041667,112.7069,1
.7958333,112.7067,1
.7875,112.7065,1
.7791666,112.7063,1
.7708333,112.706,1
.7625,112.7058,1
.7541667,112.7056,1
.7458333,112.7054,1
.7375,112.7052,1
.7291667,112.705,1
.7208334,112.7048,1
.7125,112.7045,1
.6958333,112.7041,1
.6875,112.7039,1
.6791667,112.7038,1
.6708333,112.7036,1
.6625,112.7034,1
.6541666,112.7032,1
.6458333,112.703,1
.6375,112.7028,1
.6291667,112.7026,1
.6208333,112.7024,1
.6125,112.7023,1
.6041667,112.7021,1
.5958334,112.7019,1
.5875,112.7018,1
.5791667,112.7016,1
.5708333,112.7014,1
.5625,112.7013,1
.5458333,112.701,1
.5375,112.7008,1
.4291667,112.699,1
.3875,112.6984,1
.3791667,112.6983,1
.3708333,112.6982,1
.3625,112.6981,1
.3541667,112.698,1
.3458333,112.6979,1
.3375,112.6978,1
.3291667,112.6977,1
.3208333,112.6976,1
.3125,112.6975,1
.3041667,112.6974,1
.2958333,112.6973,1
.2875,112.6973,1
.2791667,112.6972,1
.2708333,112.6971,1
.2625,112.697,1
.2541667,112.6969,1
.2458333,112.6969,1
.2375,112.6968,1
.2291667,112.6967,1
.2208333,112.6967,1
.2125,112.6966,1
.2041667,112.6965,1
.1958333,112.6965,1
.1875,112.6964,1
.1791667,112.6964,1
.1375,112.6962,1
.1291667,112.6961,1
.1208333,112.6961,1
.1125,112.6961,1
.1041667,112.696,1
.0958333,112.696,1
.0875,112.696,1
.0791667,112.6959,1
.0708333,112.6959,1
.0625,112.6959,1
.0541667,112.6959,1
.0458333,112.6959,1
.0375,112.6959,1
.0291667,112.6958,1
.0208333,112.6958,1
.0125,112.6958,1
.0041667,112.6958,1
.9125,112.7185,1
.9041666,112.7182,1
.8958333,112.7179,1
.8875,112.7177,1
.8791667,112.7174,1
.8708333,112.7172,1
.8625,112.7169,1
.8541667,112.7167,1
.8458334,112.7164,1
.8375,112.7162,1
.8208333,112.7157,1
.8125,112.7155,1
.8041667,112.7153,1
.7958333,112.715,1
.7875,112.7148,1
.7791666,112.7146,1
.7708333,112.7144,1
.7625,112.7141,1
.7541667,112.7139,1
.7458333,112.7137,1
.7375,112.7135,1
.7291667,112.7133,1
.7208334,112.7131,1
.7125,112.7129,1
.7041667,112.7127,1
.6958333,112.7125,1
.6875,112.7123,1
.6791667,112.7121,1
.6708333,112.7119,1
.6625,112.7117,1
.6541666,112.7115,1
.6458333,112.7113,1
.6375,112.7111,1
.6291667,112.711,1
.6208333,112.7108,1
.6125,112.7106,1
.6041667,112.7104,1
.5958334,112.7103,1
.5875,112.7101,1
.5791667,112.7099,1
.5708333,112.7098,1
.5625,112.7096,1
.5541667,112.7094,1
.5458333,112.7093,1
.5375,112.7091,1
.5291666,112.709,1
.4708333,112.708,1
.4208333,112.7072,1
.4125,112.7071,1
.4041667,112.707,1
.3958333,112.7069,1
.3875,112.7067,1
.3791667,112.7066,1
.3708333,112.7065,1
.3625,112.7064,1
.3541667,112.7063,1
.3375,112.7061,1
.3291667,112.706,1
.3208333,112.7059,1
.3125,112.7058,1
.3041667,112.7058,1
.2958333,112.7057,1
.2875,112.7056,1
.2791667,112.7055,1
.2708333,112.7054,1
.2625,112.7054,1
.2541667,112.7053,1
.2458333,112.7052,1
.2375,112.7051,1
.2291667,112.7051,1
.2208333,112.705,1
.2125,112.7049,1
.2041667,112.7049,1
.1958333,112.7048,1
.1875,112.7048,1
.1791667,112.7047,1
.1708333,112.7047,1
.1541667,112.7046,1
.1375,112.7045,1
.1291667,112.7045,1
.1208333,112.7044,1
.1125,112.7044,1
.1041667,112.7044,1
.0958333,112.7043,1
.0875,112.7043,1
.0791667,112.7043,1
.0708333,112.7043,1
.0625,112.7042,1
.0541667,112.7042,1
.0458333,112.7042,1
.0375,112.7042,1
.0291667,112.7042,1
.0208333,112.7042,1
.0125,112.7042,1
.0041667,112.7042,1
.9125,112.7268,1
.9041666,112.7265,1
.8958333,112.7263,1
.8875,112.726,1
.8791667,112.7258,1
.8708333,112.7255,1
.8625,112.7253,1
.8541667,112.725,1
.8458334,112.7248,1
.8375,112.7245,1
.8291667,112.7243,1
.8208333,112.7241,1
.8125,112.7238,1
.8041667,112.7236,1
.7958333,112.7234,1
.7875,112.7231,1
.7791666,112.7229,1
.7708333,112.7227,1
.7625,112.7225,1
.7541667,112.7223,1
.7458333,112.7221,1
.7375,112.7218,1
.7291667,112.7216,1
.7208334,112.7214,1
.7125,112.7212,1
.7041667,112.721,1
.6958333,112.7208,1
.6875,112.7206,1
.6708333,112.7202,1
.6625,112.72,1
.6541666,112.7198,1
.6458333,112.7197,1
.6375,112.7195,1
.6291667,112.7193,1
.6208333,112.7191,1
.6125,112.7189,1
.6041667,112.7188,1
.5958334,112.7186,1
.5875,112.7184,1
.5791667,112.7183,1
.5708333,112.7181,1
.5625,112.7179,1
.5541667,112.7178,1
.5458333,112.7176,1
.5375,112.7175,1
.5291666,112.7173,1
.4791667,112.7164,3
.4708333,112.7163,1
.4125,112.7154,1
.3958333,112.7152,1
.3875,112.7151,1
.3791667,112.715,1
.3708333,112.7149,1
.3625,112.7148,1
.3541667,112.7147,1
.3458333,112.7146,1
.3375,112.7145,1
.3291667,112.7144,1
.3208333,112.7143,1
.3125,112.7142,1
.3041667,112.7141,1
.2958333,112.714,1
.2875,112.7139,1
.2791667,112.7138,1
.2708333,112.7138,1
.2625,112.7137,1
.2541667,112.7136,1
.2458333,112.7135,1
.2375,112.7135,1
.2291667,112.7134,1
.2208333,112.7133,1
.2125,112.7133,1
.2041667,112.7132,1
.1958333,112.7132,1
.1875,112.7131,1
.1791667,112.7131,1
.1708333,112.713,1
.1375,112.7128,1
.1291667,112.7128,1
.1208333,112.7128,1
.1125,112.7127,1
.1041667,112.7127,1
.0958333,112.7127,1
.0875,112.7126,1
.0791667,112.7126,1
.0708333,112.7126,1
.0625,112.7126,1
.0541667,112.7125,1
.0458333,112.7125,1
.0375,112.7125,1
.0291667,112.7125,1
.0208333,112.7125,1
.0125,112.7125,1
.0041667,112.7125,1
.9125,112.7351,1
.9041666,112.7349,1
.8958333,112.7346,1
.8875,112.7344,1
.8708333,112.7339,1
.8625,112.7336,1
.8541667,112.7334,1
.8458334,112.7331,1
.8375,112.7329,1
.8291667,112.7326,1
.8208333,112.7324,1
.8041667,112.7319,1
.7958333,112.7317,1
.7875,112.7315,1
.7791666,112.7313,1
.7708333,112.731,1
.7541667,112.7306,1
.7458333,112.7304,1
.7375,112.7302,1
.7291667,112.73,1
.7208334,112.7298,1
.7125,112.7296,1
.7041667,112.7293,1
.6958333,112.7291,1
.6875,112.729,1
.6791667,112.7288,1
.6708333,112.7286,1
.6625,112.7284,1
.6541666,112.7282,1
.6458333,112.728,1
.6375,112.7278,1
.6291667,112.7276,1
.6208333,112.7274,1
.6125,112.7273,1
.6041667,112.7271,1
.5958334,112.7269,1
.5875,112.7268,1
.5791667,112.7266,1
.5708333,112.7264,1
.5625,112.7263,1
.5541667,112.7261,1
.5458333,112.726,1
.5375,112.7258,1
.5291666,112.7256,1
.4708333,112.7246,1
.4125,112.7238,1
.4041667,112.7236,1
.3958333,112.7235,1
.3875,112.7234,1
.3791667,112.7233,1
.3708333,112.7232,1
.3625,112.7231,1
.3541667,112.723,1
.3458333,112.7229,1
.3375,112.7228,1
.3291667,112.7227,1
.3208333,112.7226,1
.3125,112.7225,1
.3041667,112.7224,1
.2958333,112.7223,1
.2875,112.7223,1
.2791667,112.7222,1
.2708333,112.7221,1
.2625,112.722,1
.2541667,112.7219,1
.2458333,112.7219,1
.2375,112.7218,1
.2291667,112.7217,1
.2208333,112.7217,1
.2125,112.7216,1
.2041667,112.7215,1
.1958333,112.7215,1
.1875,112.7214,1
.1791667,112.7214,1
.1708333,112.7213,1
.1375,112.7212,1
.1291667,112.7211,1
.1208333,112.7211,1
.1125,112.7211,1
.1041667,112.721,1
.0958333,112.721,1
.0875,112.721,1
.0791667,112.7209,1
.0708333,112.7209,1
.0625,112.7209,1
.0541667,112.7209,1
.0458333,112.7209,1
.0375,112.7209,1
.0291667,112.7208,1
.0208333,112.7208,1
.0125,112.7208,1
.0041667,112.7208,1
.9125,112.7435,1
.9041666,112.7432,1
.8958333,112.743,1
.8875,112.7427,1
.8791667,112.7424,1
.8708333,112.7422,1
.8625,112.7419,1
.8541667,112.7417,1
.8458334,112.7415,1
.8375,112.7412,1
.8291667,112.741,1
.8208333,112.7407,1
.8041667,112.7403,1
.7958333,112.74,1
.7875,112.7398,1
.7791666,112.7396,1
.7708333,112.7394,1
.7625,112.7392,1
.7458333,112.7387,1
.7375,112.7385,1
.7291667,112.7383,1
.7208334,112.7381,1
.7125,112.7379,1
.7041667,112.7377,1
.6958333,112.7375,1
.6875,112.7373,1
.6791667,112.7371,1
.6708333,112.7369,1
.6625,112.7367,1
.6541666,112.7365,1
.6458333,112.7363,1
.6375,112.7361,1
.6291667,112.736,1
.6208333,112.7358,1
.6125,112.7356,1
.6041667,112.7354,1
.5958334,112.7353,1
.5875,112.7351,1
.5791667,112.7349,1
.5708333,112.7348,1
.5625,112.7346,1
.5541667,112.7344,1
.5458333,112.7343,1
.5375,112.7341,1
.5291666,112.734,1
.5208333,112.7338,1
.4791667,112.7331,2
.4625,112.7328,1
.4375,112.7325,1
.4208333,112.7322,1
.4125,112.7321,1
.3958333,112.7319,1
.3875,112.7317,1
.3791667,112.7316,1
.3708333,112.7315,1
.3625,112.7314,1
.3541667,112.7313,1
.3458333,112.7312,1
.3375,112.7311,1
.3291667,112.731,1
.3208333,112.7309,1
.3125,112.7308,1
.3041667,112.7308,1
.2958333,112.7307,1
.2875,112.7306,1
.2791667,112.7305,1
.2708333,112.7304,1
.2625,112.7303,1
.2541667,112.7303,1
.2458333,112.7302,1
.2375,112.7301,1
.2291667,112.7301,1
.2208333,112.73,1
.2125,112.7299,1
.2041667,112.7299,1
.1958333,112.7298,1
.1875,112.7298,1
.1791667,112.7297,1
.1625,112.7296,1
.1541667,112.7296,1
.1458333,112.7295,1
.1375,112.7295,1
.1208333,112.7294,1
.1125,112.7294,1
.1041667,112.7294,1
.0958333,112.7293,1
.0875,112.7293,1
.0791667,112.7293,1
.0708333,112.7293,1
.0625,112.7292,1
.0541667,112.7292,1
.0458333,112.7292,1
.0375,112.7292,1
.0291667,112.7292,1
.0208333,112.7292,1
.0125,112.7292,1
.0041667,112.7292,1
.9125,112.7518,1
.9041666,112.7515,1
.8958333,112.7513,1
.8875,112.751,1
.8791667,112.7508,1
.8708333,112.7505,1
.8625,112.7503,1
.8541667,112.75,1
.8458334,112.7498,1
.8375,112.7495,1
.8291667,112.7493,1
.8208333,112.7491,1
.8125,112.7488,1
.8041667,112.7486,1
.7958333,112.7484,1
.7875,112.7481,1
.7708333,112.7477,1
.7625,112.7475,1
.7541667,112.7473,1
.7458333,112.7471,1
.7375,112.7468,1
.7291667,112.7466,1
.7208334,112.7464,1
.7125,112.7462,1
.7041667,112.746,1
.6958333,112.7458,1
.6875,112.7456,1
.6791667,112.7454,1
.6708333,112.7452,1
.6625,112.745,1
.6541666,112.7449,1
.6458333,112.7447,1
.6375,112.7445,1
.6291667,112.7443,1
.6208333,112.7441,1
.6125,112.7439,1
.6041667,112.7438,1
.5958334,112.7436,1
.5875,112.7434,1
.5791667,112.7433,1
.5708333,112.7431,1
.5625,112.7429,1
.5541667,112.7428,1
.5458333,112.7426,1
.5375,112.7425,1
.5291666,112.7423,1
.5125,112.742,1
.4875,112.7416,2
.4791667,112.7414,2
.4708333,112.7413,2
.4458333,112.7409,1
.4375,112.7408,1
.4291667,112.7407,1
.4208333,112.7405,1
.4125,112.7404,1
.4041667,112.7403,1
.3875,112.7401,1
.3791667,112.74,1
.3708333,112.7399,1
.3625,112.7398,1
.3541667,112.7397,1
.3458333,112.7396,1
.3375,112.7395,1
.3291667,112.7394,1
.3208333,112.7393,1
.3125,112.7392,1
.3041667,112.7391,1
.2958333,112.739,1
.2875,112.7389,1
.2791667,112.7388,1
.2708333,112.7388,1
.2625,112.7387,1
.2541667,112.7386,1
.2458333,112.7385,1
.2375,112.7385,1
.2291667,112.7384,1
.2208333,112.7383,1
.2125,112.7383,1
.2041667,112.7382,1
.1958333,112.7382,1
.1875,112.7381,1
.1791667,112.7381,1
.1708333,112.738,1
.1625,112.738,1
.1541667,112.7379,1
.1458333,112.7379,1
.1375,112.7378,1
.1291667,112.7378,1
.1208333,112.7377,1
.1125,112.7377,1
.1041667,112.7377,1
.0958333,112.7377,1
.0875,112.7376,1
.0791667,112.7376,1
.0708333,112.7376,1
.0625,112.7376,1
.0541667,112.7375,1
.0458333,112.7375,1
.0375,112.7375,1
.0291667,112.7375,1
.0208333,112.7375,1
.0125,112.7375,1
.0041667,112.7375,1
.9125,112.7601,1
.9041666,112.7599,1
.8958333,112.7596,1
.8875,112.7594,1
.8791667,112.7591,1
.8708333,112.7589,1
.8625,112.7586,1
.8541667,112.7584,1
.8458334,112.7581,1
.8375,112.7579,1
.8291667,112.7576,1
.8208333,112.7574,1
.8125,112.7572,1
.8041667,112.7569,1
.7958333,112.7567,1
.7791666,112.7563,1
.7708333,112.756,1
.7625,112.7558,1
.7458333,112.7554,1
.7375,112.7552,1
.7291667,112.755,1
.7208334,112.7548,1
.7125,112.7546,1
.7041667,112.7543,1
.6958333,112.7542,1
.6875,112.754,1
.6791667,112.7538,1
.6708333,112.7536,1
.6625,112.7534,1
.6541666,112.7532,1
.6458333,112.753,1
.6375,112.7528,1
.6291667,112.7526,1
.6208333,112.7524,1
.6125,112.7523,1
.6041667,112.7521,1
.5958334,112.7519,1
.5875,112.7518,1
.5791667,112.7516,1
.5708333,112.7514,1
.5625,112.7513,1
.5541667,112.7511,1
.5458333,112.7509,1
.5375,112.7508,1
.4875,112.7499,2
.4791667,112.7498,2
.4708333,112.7496,1
.4375,112.7491,1
.4291667,112.749,1
.4208333,112.7489,1
.4125,112.7488,1
.4041667,112.7486,1
